aerolinea,origen,destino,distancia_km,fecha_partida,retraso,target_texto,fecha_iso
AA,LIM,MIA,5104,2025-09-19 02:11:00,0,Puntual,2025-09-19T02:11:00
LA,MIA,MAD,11319,2025-05-23 20:22:00,1,Retrasado,2025-05-23T20:22:00
IB,EZE,MIA,10160,2025-09-14 05:40:00,0,Puntual,2025-09-14T05:40:00
AA,MIA,BOG,9805,2025-07-18 01:58:00,0,Puntual,2025-07-18T01:58:00
AA,MIA,MAD,9313,2025-03-31 15:35:00,0,Puntual,2025-03-31T15:35:00
IB,BOG,MAD,1400,2025-11-01 23:29:00,0,Puntual,2025-11-01T23:29:00
AR,BOG,LIM,4247,2025-10-24 06:27:00,0,Puntual,2025-10-24T06:27:00
LA,LIM,MIA,1971,2025-03-21 15:48:00,0,Puntual,2025-03-21T15:48:00
LA,LIM,GRU,7361,2025-04-13 02:03:00,0,Puntual,2025-04-13T02:03:00
AR,SCL,EZE,3603,2025-01-02 20:10:00,1,Retrasado,2025-01-02T20:10:00
IB,GRU,SCL,9018,2025-11-17 23:41:00,0,Puntual,2025-11-17T23:41:00
LA,SCL,MIA,573,2025-12-22 14:47:00,0,Puntual,2025-12-22T14:47:00
IB,LIM,MIA,750,2025-07-31 22:08:00,0,Puntual,2025-07-31T22:08:00
IB,GRU,EZE,2997,2025-10-09 02:48:00,0,Puntual,2025-10-09T02:48:00
AA,BOG,EZE,11094,2025-05-02 11:03:00,1,Retrasado,2025-05-02T11:03:00
AR,BOG,EZE,5128,2025-10-10 09:53:00,0,Puntual,2025-10-10T09:53:00
IB,AEP,MAD,8987,2025-11-20 03:48:00,0,Puntual,2025-11-20T03:48:00
G3,AEP,EZE,797,2025-11-06 15:09:00,0,Puntual,2025-11-06T15:09:00
AR,MAD,MIA,8993,2025-11-06 17:44:00,0,Puntual,2025-11-06T17:44:00
LA,BOG,MAD,9276,2025-05-09 11:11:00,0,Puntual,2025-05-09T11:11:00
AA,EZE,MIA,7017,2025-07-24 22:43:00,0,Puntual,2025-07-24T22:43:00
LA,AEP,MAD,2134,2025-08-19 03:22:00,0,Puntual,2025-08-19T03:22:00
LA,GRU,SCL,5505,2025-10-09 04:45:00,0,Puntual,2025-10-09T04:45:00
AR,MIA,AEP,6529,2025-04-13 14:39:00,0,Puntual,2025-04-13T14:39:00
LA,LIM,AEP,8744,2025-07-27 10:04:00,1,Retrasado,2025-07-27T10:04:00
IB,LIM,SCL,6115,2025-07-14 15:49:00,0,Puntual,2025-07-14T15:49:00
LA,MAD,AEP,10968,2025-11-02 15:05:00,0,Puntual,2025-11-02T15:05:00
AA,AEP,MIA,11379,2025-06-11 12:41:00,0,Puntual,2025-06-11T12:41:00
AA,MIA,SCL,3344,2025-11-08 21:07:00,0,Puntual,2025-11-08T21:07:00
G3,MIA,MAD,6123,2025-12-26 15:12:00,0,Puntual,2025-12-26T15:12:00
AA,AEP,EZE,5090,2025-10-08 23:18:00,0,Puntual,2025-10-08T23:18:00
LA,EZE,SCL,5448,2025-03-01 19:23:00,0,Puntual,2025-03-01T19:23:00
AA,EZE,GRU,11410,2025-02-16 10:49:00,0,Puntual,2025-02-16T10:49:00
AR,MAD,LIM,5690,2025-08-22 20:32:00,1,Retrasado,2025-08-22T20:32:00
AA,SCL,BOG,8384,2025-06-25 00:34:00,0,Puntual,2025-06-25T00:34:00
IB,EZE,GRU,6832,2025-03-24 10:10:00,0,Puntual,2025-03-24T10:10:00
AR,MAD,AEP,1162,2025-07-15 08:48:00,0,Puntual,2025-07-15T08:48:00
G3,SCL,EZE,8699,2025-01-05 19:02:00,0,Puntual,2025-01-05T19:02:00
IB,SCL,MIA,6975,2025-05-06 07:26:00,0,Puntual,2025-05-06T07:26:00
LA,GRU,EZE,3587,2025-05-14 21:09:00,0,Puntual,2025-05-14T21:09:00
LA,SCL,MIA,5261,2025-09-09 20:45:00,1,Retrasado,2025-09-09T20:45:00
LA,AEP,GRU,1168,2025-02-05 22:10:00,0,Puntual,2025-02-05T22:10:00
IB,SCL,EZE,11856,2025-06-07 12:29:00,0,Puntual,2025-06-07T12:29:00
IB,MIA,EZE,9977,2025-03-31 13:56:00,0,Puntual,2025-03-31T13:56:00
IB,MAD,BOG,4120,2025-07-26 00:50:00,1,Retrasado,2025-07-26T00:50:00
AR,LIM,SCL,660,2025-04-10 16:57:00,0,Puntual,2025-04-10T16:57:00
AR,EZE,GRU,11090,2025-02-09 07:38:00,0,Puntual,2025-02-09T07:38:00
LA,LIM,EZE,11937,2025-11-30 17:26:00,0,Puntual,2025-11-30T17:26:00
AA,MAD,MIA,6960,2025-05-02 10:19:00,0,Puntual,2025-05-02T10:19:00
LA,BOG,LIM,517,2025-05-15 12:17:00,1,Retrasado,2025-05-15T12:17:00
G3,MAD,EZE,3033,2025-04-25 17:22:00,0,Puntual,2025-04-25T17:22:00
AR,EZE,MIA,7010,2025-09-30 10:46:00,0,Puntual,2025-09-30T10:46:00
IB,BOG,AEP,4946,2025-08-06 17:36:00,0,Puntual,2025-08-06T17:36:00
AR,BOG,EZE,11267,2025-06-29 22:33:00,0,Puntual,2025-06-29T22:33:00
IB,SCL,MIA,6054,2025-08-08 09:04:00,1,Retrasado,2025-08-08T09:04:00
G3,EZE,LIM,11009,2025-11-19 07:03:00,1,Retrasado,2025-11-19T07:03:00
G3,BOG,GRU,3418,2025-02-26 03:43:00,1,Retrasado,2025-02-26T03:43:00
AR,AEP,MIA,9745,2025-06-20 08:13:00,1,Retrasado,2025-06-20T08:13:00
IB,MIA,EZE,815,2025-03-08 14:30:00,0,Puntual,2025-03-08T14:30:00
G3,LIM,BOG,5332,2025-10-04 19:49:00,0,Puntual,2025-10-04T19:49:00
LA,AEP,MIA,2711,2025-01-28 22:00:00,0,Puntual,2025-01-28T22:00:00
LA,AEP,LIM,7569,2025-11-11 20:35:00,0,Puntual,2025-11-11T20:35:00
IB,EZE,BOG,9011,2025-01-16 12:35:00,0,Puntual,2025-01-16T12:35:00
AR,SCL,EZE,5633,2025-07-11 15:35:00,0,Puntual,2025-07-11T15:35:00
G3,EZE,MIA,6922,2025-09-02 02:21:00,1,Retrasado,2025-09-02T02:21:00
AR,LIM,EZE,5027,2025-03-31 00:51:00,0,Puntual,2025-03-31T00:51:00
LA,MIA,AEP,3215,2025-05-15 07:48:00,1,Retrasado,2025-05-15T07:48:00
G3,MAD,LIM,9325,2025-06-18 13:40:00,0,Puntual,2025-06-18T13:40:00
AR,AEP,LIM,10397,2025-08-04 05:30:00,1,Retrasado,2025-08-04T05:30:00
AA,BOG,AEP,7165,2025-09-30 08:30:00,1,Retrasado,2025-09-30T08:30:00
IB,MIA,EZE,7607,2025-10-13 12:21:00,1,Retrasado,2025-10-13T12:21:00
IB,AEP,EZE,5632,2025-08-02 23:50:00,0,Puntual,2025-08-02T23:50:00
AA,MAD,MIA,9364,2025-05-27 03:15:00,0,Puntual,2025-05-27T03:15:00
LA,SCL,EZE,10971,2025-09-18 16:56:00,0,Puntual,2025-09-18T16:56:00
G3,BOG,LIM,9162,2025-10-17 19:42:00,1,Retrasado,2025-10-17T19:42:00
IB,AEP,EZE,11923,2025-07-05 21:41:00,1,Retrasado,2025-07-05T21:41:00
AA,GRU,BOG,7282,2025-10-21 21:25:00,0,Puntual,2025-10-21T21:25:00
AA,LIM,BOG,3107,2025-11-10 08:59:00,0,Puntual,2025-11-10T08:59:00
LA,MIA,AEP,3832,2025-09-13 20:35:00,0,Puntual,2025-09-13T20:35:00
LA,LIM,BOG,11312,2025-01-19 16:07:00,0,Puntual,2025-01-19T16:07:00
AR,EZE,MIA,5197,2025-10-16 18:48:00,0,Puntual,2025-10-16T18:48:00
IB,AEP,GRU,10074,2025-06-08 00:31:00,0,Puntual,2025-06-08T00:31:00
AR,BOG,SCL,7245,2025-01-24 15:06:00,0,Puntual,2025-01-24T15:06:00
AA,BOG,EZE,6134,2025-06-17 15:43:00,0,Puntual,2025-06-17T15:43:00
G3,MIA,SCL,6760,2025-08-23 14:50:00,0,Puntual,2025-08-23T14:50:00
G3,MIA,LIM,1685,2025-12-13 02:32:00,0,Puntual,2025-12-13T02:32:00
LA,LIM,MAD,7495,2025-09-22 13:21:00,0,Puntual,2025-09-22T13:21:00
G3,BOG,MIA,10602,2025-07-03 05:56:00,0,Puntual,2025-07-03T05:56:00
G3,BOG,LIM,6609,2025-09-19 07:48:00,0,Puntual,2025-09-19T07:48:00
G3,BOG,SCL,6941,2025-10-03 02:38:00,1,Retrasado,2025-10-03T02:38:00
AA,AEP,MIA,1415,2025-06-20 23:28:00,0,Puntual,2025-06-20T23:28:00
G3,BOG,MIA,7964,2025-04-27 21:40:00,1,Retrasado,2025-04-27T21:40:00
G3,EZE,GRU,2117,2025-08-11 02:20:00,0,Puntual,2025-08-11T02:20:00
G3,BOG,LIM,10375,2025-10-16 16:53:00,1,Retrasado,2025-10-16T16:53:00
AR,EZE,MIA,2925,2025-06-01 06:24:00,0,Puntual,2025-06-01T06:24:00
AA,AEP,GRU,925,2025-09-05 21:04:00,0,Puntual,2025-09-05T21:04:00
LA,MIA,AEP,2287,2025-04-10 12:11:00,0,Puntual,2025-04-10T12:11:00
AR,SCL,BOG,3084,2025-02-28 19:34:00,0,Puntual,2025-02-28T19:34:00
IB,EZE,MAD,5148,2025-02-11 00:03:00,0,Puntual,2025-02-11T00:03:00
AA,AEP,SCL,668,2025-04-20 01:41:00,0,Puntual,2025-04-20T01:41:00
AA,SCL,LIM,1014,2025-09-11 19:08:00,1,Retrasado,2025-09-11T19:08:00
IB,SCL,LIM,3935,2025-06-06 00:26:00,0,Puntual,2025-06-06T00:26:00
IB,BOG,LIM,5025,2025-06-03 07:00:00,0,Puntual,2025-06-03T07:00:00
IB,AEP,SCL,3116,2025-09-26 13:11:00,1,Retrasado,2025-09-26T13:11:00
LA,SCL,AEP,11069,2025-01-12 16:30:00,0,Puntual,2025-01-12T16:30:00
G3,BOG,GRU,9382,2025-10-20 13:06:00,0,Puntual,2025-10-20T13:06:00
AA,LIM,GRU,3704,2025-03-11 22:50:00,0,Puntual,2025-03-11T22:50:00
G3,AEP,MIA,8265,2025-10-10 11:31:00,0,Puntual,2025-10-10T11:31:00
G3,SCL,LIM,11196,2025-04-18 03:47:00,1,Retrasado,2025-04-18T03:47:00
IB,MIA,EZE,9044,2025-09-14 08:22:00,0,Puntual,2025-09-14T08:22:00
LA,EZE,AEP,1617,2025-12-17 02:56:00,0,Puntual,2025-12-17T02:56:00
AR,LIM,BOG,1905,2025-11-14 19:10:00,1,Retrasado,2025-11-14T19:10:00
LA,MIA,BOG,5914,2025-08-05 15:17:00,0,Puntual,2025-08-05T15:17:00
G3,GRU,MAD,6841,2025-08-22 13:52:00,1,Retrasado,2025-08-22T13:52:00
LA,BOG,AEP,4674,2025-10-22 03:04:00,0,Puntual,2025-10-22T03:04:00
IB,SCL,MIA,1177,2025-11-14 08:12:00,0,Puntual,2025-11-14T08:12:00
AR,EZE,SCL,9242,2025-05-27 07:26:00,0,Puntual,2025-05-27T07:26:00
IB,MIA,SCL,9511,2025-09-13 02:07:00,0,Puntual,2025-09-13T02:07:00
AR,EZE,BOG,713,2025-02-07 12:12:00,0,Puntual,2025-02-07T12:12:00
G3,GRU,BOG,2166,2025-10-03 12:56:00,0,Puntual,2025-10-03T12:56:00
AR,MAD,BOG,9585,2025-01-09 00:55:00,0,Puntual,2025-01-09T00:55:00
AR,BOG,EZE,4754,2025-03-08 18:28:00,1,Retrasado,2025-03-08T18:28:00
AR,BOG,MIA,3286,2025-07-31 06:21:00,0,Puntual,2025-07-31T06:21:00
LA,AEP,LIM,10940,2025-07-20 19:17:00,1,Retrasado,2025-07-20T19:17:00
LA,SCL,LIM,8713,2025-04-06 16:02:00,0,Puntual,2025-04-06T16:02:00
G3,BOG,AEP,6360,2025-06-01 14:43:00,1,Retrasado,2025-06-01T14:43:00
AR,BOG,EZE,1761,2025-09-22 01:52:00,0,Puntual,2025-09-22T01:52:00
AA,MIA,BOG,1672,2025-08-24 11:51:00,1,Retrasado,2025-08-24T11:51:00
G3,LIM,MIA,5380,2025-04-23 18:17:00,1,Retrasado,2025-04-23T18:17:00
AR,BOG,MIA,2554,2025-03-12 07:05:00,0,Puntual,2025-03-12T07:05:00
AR,BOG,LIM,10584,2025-12-05 12:26:00,0,Puntual,2025-12-05T12:26:00
LA,SCL,MIA,3315,2025-05-22 09:51:00,0,Puntual,2025-05-22T09:51:00
G3,GRU,MIA,5174,2025-06-13 03:37:00,0,Puntual,2025-06-13T03:37:00
AR,LIM,EZE,5696,2025-09-12 05:22:00,0,Puntual,2025-09-12T05:22:00
AR,GRU,LIM,5084,2025-01-01 15:10:00,0,Puntual,2025-01-01T15:10:00
G3,SCL,BOG,5521,2025-04-28 01:02:00,0,Puntual,2025-04-28T01:02:00
AA,EZE,MIA,6730,2025-12-20 16:42:00,0,Puntual,2025-12-20T16:42:00
G3,EZE,SCL,10479,2025-08-03 22:05:00,0,Puntual,2025-08-03T22:05:00
G3,BOG,GRU,10682,2025-03-02 21:58:00,1,Retrasado,2025-03-02T21:58:00
AA,BOG,MIA,11152,2025-02-09 11:30:00,0,Puntual,2025-02-09T11:30:00
G3,AEP,EZE,3131,2025-04-22 10:22:00,0,Puntual,2025-04-22T10:22:00
AR,EZE,AEP,6845,2025-10-03 20:54:00,0,Puntual,2025-10-03T20:54:00
G3,MIA,LIM,8596,2025-03-09 10:21:00,0,Puntual,2025-03-09T10:21:00
AA,BOG,MIA,10960,2025-10-30 22:32:00,0,Puntual,2025-10-30T22:32:00
IB,MIA,MAD,6800,2025-05-06 06:16:00,0,Puntual,2025-05-06T06:16:00
G3,BOG,MIA,7848,2025-01-14 02:22:00,0,Puntual,2025-01-14T02:22:00
LA,SCL,GRU,6344,2025-05-12 04:18:00,0,Puntual,2025-05-12T04:18:00
AR,MIA,EZE,2676,2025-07-06 06:56:00,0,Puntual,2025-07-06T06:56:00
AR,MAD,SCL,5862,2025-10-01 18:08:00,0,Puntual,2025-10-01T18:08:00
LA,MIA,MAD,8597,2025-06-27 21:49:00,0,Puntual,2025-06-27T21:49:00
LA,LIM,GRU,6099,2025-07-05 23:11:00,0,Puntual,2025-07-05T23:11:00
G3,EZE,AEP,9568,2025-06-16 18:07:00,0,Puntual,2025-06-16T18:07:00
LA,BOG,SCL,4758,2025-03-07 15:50:00,0,Puntual,2025-03-07T15:50:00
IB,EZE,SCL,9646,2025-10-06 08:13:00,0,Puntual,2025-10-06T08:13:00
AA,LIM,BOG,4619,2025-05-20 00:14:00,0,Puntual,2025-05-20T00:14:00
LA,LIM,MIA,7140,2025-09-23 07:46:00,0,Puntual,2025-09-23T07:46:00
LA,MIA,MAD,4788,2025-02-24 14:15:00,1,Retrasado,2025-02-24T14:15:00
IB,GRU,LIM,1377,2025-06-30 00:49:00,0,Puntual,2025-06-30T00:49:00
AR,GRU,SCL,4985,2025-12-18 01:56:00,0,Puntual,2025-12-18T01:56:00
AR,LIM,EZE,3044,2025-05-23 11:19:00,0,Puntual,2025-05-23T11:19:00
G3,GRU,EZE,5559,2025-12-08 12:44:00,0,Puntual,2025-12-08T12:44:00
IB,BOG,AEP,10868,2025-05-19 19:25:00,0,Puntual,2025-05-19T19:25:00
AA,AEP,GRU,7664,2025-04-24 07:17:00,0,Puntual,2025-04-24T07:17:00
AA,MAD,MIA,3100,2025-05-13 18:30:00,1,Retrasado,2025-05-13T18:30:00
IB,MIA,AEP,11799,2025-07-20 04:02:00,0,Puntual,2025-07-20T04:02:00
AA,AEP,GRU,4028,2025-11-02 03:56:00,0,Puntual,2025-11-02T03:56:00
AR,GRU,MIA,2908,2025-04-12 15:27:00,1,Retrasado,2025-04-12T15:27:00
AA,MIA,MIA,5360,2025-10-27 20:11:00,0,Puntual,2025-10-27T20:11:00
AA,AEP,GRU,10665,2025-07-19 23:25:00,1,Retrasado,2025-07-19T23:25:00
IB,EZE,MIA,4448,2025-02-07 11:50:00,0,Puntual,2025-02-07T11:50:00
IB,GRU,EZE,9930,2025-09-03 14:32:00,1,Retrasado,2025-09-03T14:32:00
AA,SCL,MIA,2834,2025-07-01 01:49:00,0,Puntual,2025-07-01T01:49:00
LA,AEP,SCL,1267,2025-09-01 03:12:00,0,Puntual,2025-09-01T03:12:00
IB,SCL,EZE,11108,2025-02-03 17:07:00,0,Puntual,2025-02-03T17:07:00
G3,BOG,LIM,11001,2025-04-09 17:00:00,0,Puntual,2025-04-09T17:00:00
G3,EZE,SCL,5383,2025-09-07 07:42:00,0,Puntual,2025-09-07T07:42:00
AR,GRU,EZE,4706,2025-05-16 06:33:00,0,Puntual,2025-05-16T06:33:00
AA,MAD,GRU,6448,2025-04-24 21:56:00,0,Puntual,2025-04-24T21:56:00
LA,LIM,BOG,7585,2025-07-13 01:32:00,1,Retrasado,2025-07-13T01:32:00
AR,GRU,MIA,1244,2025-12-13 21:06:00,0,Puntual,2025-12-13T21:06:00
AA,SCL,EZE,11274,2025-12-08 23:37:00,1,Retrasado,2025-12-08T23:37:00
IB,BOG,GRU,4674,2025-10-09 04:58:00,0,Puntual,2025-10-09T04:58:00
G3,MAD,MIA,10209,2025-12-24 01:14:00,0,Puntual,2025-12-24T01:14:00
LA,MAD,MIA,7698,2025-06-26 15:01:00,1,Retrasado,2025-06-26T15:01:00
G3,MAD,BOG,3056,2025-03-27 07:30:00,0,Puntual,2025-03-27T07:30:00
IB,MIA,SCL,5566,2025-09-17 15:20:00,1,Retrasado,2025-09-17T15:20:00
AA,MIA,SCL,8297,2025-06-02 21:30:00,0,Puntual,2025-06-02T21:30:00
IB,SCL,MAD,4661,2025-03-21 02:36:00,0,Puntual,2025-03-21T02:36:00
IB,LIM,MAD,10086,2025-09-14 01:58:00,0,Puntual,2025-09-14T01:58:00
G3,MAD,EZE,786,2025-06-03 12:06:00,1,Retrasado,2025-06-03T12:06:00
LA,LIM,EZE,3747,2025-06-16 21:48:00,0,Puntual,2025-06-16T21:48:00
IB,EZE,SCL,11294,2025-06-16 10:55:00,0,Puntual,2025-06-16T10:55:00
G3,MAD,MIA,5599,2025-01-29 20:23:00,1,Retrasado,2025-01-29T20:23:00
LA,AEP,MAD,503,2025-10-15 19:17:00,0,Puntual,2025-10-15T19:17:00
AA,MAD,SCL,6435,2025-04-24 01:49:00,0,Puntual,2025-04-24T01:49:00
AA,SCL,AEP,911,2025-08-12 02:19:00,0,Puntual,2025-08-12T02:19:00
AR,MIA,AEP,4845,2025-07-18 22:28:00,0,Puntual,2025-07-18T22:28:00
G3,MIA,LIM,4227,2025-04-21 23:26:00,0,Puntual,2025-04-21T23:26:00
LA,AEP,MIA,10609,2025-08-06 04:29:00,0,Puntual,2025-08-06T04:29:00
IB,AEP,MAD,1856,2025-04-18 01:28:00,0,Puntual,2025-04-18T01:28:00
AA,GRU,MIA,8849,2025-03-07 23:04:00,0,Puntual,2025-03-07T23:04:00
LA,EZE,BOG,2100,2025-08-01 02:05:00,0,Puntual,2025-08-01T02:05:00
G3,EZE,AEP,11576,2025-06-19 22:38:00,1,Retrasado,2025-06-19T22:38:00
AR,SCL,MIA,7657,2025-02-23 11:06:00,0,Puntual,2025-02-23T11:06:00
AA,SCL,EZE,6206,2025-06-08 11:20:00,1,Retrasado,2025-06-08T11:20:00
LA,SCL,MAD,6059,2025-02-09 08:58:00,0,Puntual,2025-02-09T08:58:00
LA,SCL,GRU,7696,2025-03-01 15:09:00,1,Retrasado,2025-03-01T15:09:00
LA,SCL,BOG,5573,2025-05-29 19:11:00,0,Puntual,2025-05-29T19:11:00
G3,SCL,GRU,2882,2025-06-24 19:58:00,1,Retrasado,2025-06-24T19:58:00
G3,EZE,LIM,652,2025-05-06 17:24:00,1,Retrasado,2025-05-06T17:24:00
G3,BOG,GRU,10321,2025-04-08 15:27:00,1,Retrasado,2025-04-08T15:27:00
IB,MIA,EZE,3296,2025-01-13 23:19:00,0,Puntual,2025-01-13T23:19:00
LA,EZE,AEP,11573,2025-03-03 17:41:00,0,Puntual,2025-03-03T17:41:00
AA,SCL,GRU,7782,2025-04-02 01:02:00,0,Puntual,2025-04-02T01:02:00
G3,GRU,BOG,7451,2025-09-23 19:44:00,1,Retrasado,2025-09-23T19:44:00
G3,GRU,AEP,3305,2025-12-03 13:06:00,1,Retrasado,2025-12-03T13:06:00
LA,EZE,LIM,4580,2025-06-18 07:32:00,0,Puntual,2025-06-18T07:32:00
G3,AEP,LIM,9747,2025-02-27 12:05:00,1,Retrasado,2025-02-27T12:05:00
IB,GRU,MIA,11271,2025-02-09 08:04:00,1,Retrasado,2025-02-09T08:04:00
IB,LIM,EZE,11457,2025-03-29 15:58:00,1,Retrasado,2025-03-29T15:58:00
G3,AEP,MIA,6350,2025-09-03 23:55:00,0,Puntual,2025-09-03T23:55:00
LA,LIM,MIA,7862,2025-03-06 01:18:00,0,Puntual,2025-03-06T01:18:00
LA,MIA,LIM,1828,2025-04-14 23:46:00,0,Puntual,2025-04-14T23:46:00
LA,BOG,AEP,2892,2025-12-15 01:15:00,1,Retrasado,2025-12-15T01:15:00
AR,GRU,MIA,3653,2025-08-08 23:58:00,0,Puntual,2025-08-08T23:58:00
G3,AEP,SCL,8692,2025-12-04 13:38:00,0,Puntual,2025-12-04T13:38:00
LA,SCL,BOG,666,2025-07-10 16:37:00,0,Puntual,2025-07-10T16:37:00
IB,LIM,GRU,3754,2025-08-12 09:36:00,0,Puntual,2025-08-12T09:36:00
AA,EZE,BOG,5560,2025-09-13 17:48:00,0,Puntual,2025-09-13T17:48:00
AA,LIM,MIA,2385,2025-02-13 20:20:00,0,Puntual,2025-02-13T20:20:00
LA,LIM,MIA,4868,2025-12-15 11:24:00,0,Puntual,2025-12-15T11:24:00
AA,MIA,EZE,8029,2025-03-15 20:00:00,0,Puntual,2025-03-15T20:00:00
AA,MAD,AEP,1399,2025-04-11 18:22:00,1,Retrasado,2025-04-11T18:22:00
AR,MAD,MIA,2748,2025-12-22 21:10:00,0,Puntual,2025-12-22T21:10:00
IB,EZE,LIM,11955,2025-04-15 05:57:00,0,Puntual,2025-04-15T05:57:00
IB,MIA,BOG,3912,2025-07-20 21:19:00,0,Puntual,2025-07-20T21:19:00
AR,MIA,BOG,10879,2025-09-09 11:12:00,1,Retrasado,2025-09-09T11:12:00
AR,SCL,MIA,6949,2025-05-07 05:09:00,0,Puntual,2025-05-07T05:09:00
AA,MIA,SCL,9911,2025-07-11 13:57:00,0,Puntual,2025-07-11T13:57:00
G3,MIA,GRU,3632,2025-05-15 03:45:00,0,Puntual,2025-05-15T03:45:00
AA,MAD,GRU,8655,2025-08-15 08:56:00,0,Puntual,2025-08-15T08:56:00
AR,AEP,LIM,8636,2025-03-17 21:58:00,0,Puntual,2025-03-17T21:58:00
IB,MIA,LIM,859,2025-08-10 17:03:00,0,Puntual,2025-08-10T17:03:00
AA,AEP,MIA,6950,2025-10-29 05:22:00,0,Puntual,2025-10-29T05:22:00
G3,LIM,BOG,10731,2025-12-17 11:45:00,1,Retrasado,2025-12-17T11:45:00
AA,LIM,EZE,8147,2025-08-03 16:46:00,0,Puntual,2025-08-03T16:46:00
LA,MIA,AEP,11846,2025-12-10 20:16:00,0,Puntual,2025-12-10T20:16:00
AA,GRU,AEP,9025,2025-07-01 03:00:00,0,Puntual,2025-07-01T03:00:00
AR,BOG,SCL,1230,2025-04-26 15:44:00,1,Retrasado,2025-04-26T15:44:00
IB,GRU,AEP,7567,2025-06-02 14:26:00,0,Puntual,2025-06-02T14:26:00
IB,LIM,BOG,10189,2025-07-04 17:57:00,1,Retrasado,2025-07-04T17:57:00
AR,BOG,GRU,1917,2025-05-25 08:31:00,0,Puntual,2025-05-25T08:31:00
LA,GRU,EZE,8267,2025-12-29 18:59:00,0,Puntual,2025-12-29T18:59:00
AR,MIA,AEP,8388,2025-11-13 04:22:00,0,Puntual,2025-11-13T04:22:00
AA,AEP,BOG,4263,2025-06-10 07:56:00,0,Puntual,2025-06-10T07:56:00
AR,BOG,MAD,10435,2025-08-06 20:58:00,1,Retrasado,2025-08-06T20:58:00
AR,MAD,LIM,7428,2025-11-16 18:37:00,0,Puntual,2025-11-16T18:37:00
LA,EZE,MIA,6196,2025-06-16 01:33:00,0,Puntual,2025-06-16T01:33:00
AA,BOG,MIA,10665,2025-03-20 06:16:00,1,Retrasado,2025-03-20T06:16:00
G3,BOG,AEP,1378,2025-02-11 00:47:00,0,Puntual,2025-02-11T00:47:00
G3,MAD,GRU,5982,2025-11-27 04:21:00,1,Retrasado,2025-11-27T04:21:00
IB,MIA,MIA,3384,2025-06-12 08:33:00,0,Puntual,2025-06-12T08:33:00
AR,GRU,MIA,11699,2025-10-31 01:26:00,0,Puntual,2025-10-31T01:26:00
IB,GRU,SCL,11287,2025-03-16 19:05:00,1,Retrasado,2025-03-16T19:05:00
LA,LIM,MIA,2797,2025-03-21 09:07:00,0,Puntual,2025-03-21T09:07:00
G3,AEP,MIA,9352,2025-05-22 12:00:00,0,Puntual,2025-05-22T12:00:00
AR,MIA,AEP,11836,2025-11-18 21:30:00,0,Puntual,2025-11-18T21:30:00
LA,MAD,SCL,11854,2025-07-13 06:33:00,0,Puntual,2025-07-13T06:33:00
LA,MIA,BOG,7871,2025-01-13 06:28:00,0,Puntual,2025-01-13T06:28:00
AR,MIA,EZE,4485,2025-11-27 21:54:00,0,Puntual,2025-11-27T21:54:00
LA,GRU,EZE,1769,2025-06-13 16:35:00,1,Retrasado,2025-06-13T16:35:00
AR,MAD,GRU,1794,2025-02-05 23:30:00,0,Puntual,2025-02-05T23:30:00
AR,SCL,BOG,1509,2025-10-14 22:01:00,0,Puntual,2025-10-14T22:01:00
AA,EZE,LIM,10783,2025-10-10 00:55:00,0,Puntual,2025-10-10T00:55:00
IB,BOG,MAD,2257,2025-10-15 12:16:00,0,Puntual,2025-10-15T12:16:00
LA,GRU,EZE,10656,2025-05-27 02:06:00,0,Puntual,2025-05-27T02:06:00
LA,MAD,MIA,8276,2025-12-16 05:13:00,1,Retrasado,2025-12-16T05:13:00
AA,AEP,EZE,9883,2025-02-09 14:26:00,0,Puntual,2025-02-09T14:26:00
AA,BOG,SCL,7078,2025-02-05 16:16:00,0,Puntual,2025-02-05T16:16:00
AA,BOG,EZE,8680,2025-01-10 19:56:00,0,Puntual,2025-01-10T19:56:00
G3,SCL,MIA,9745,2025-01-12 06:39:00,0,Puntual,2025-01-12T06:39:00
G3,SCL,MIA,3341,2025-01-10 00:54:00,0,Puntual,2025-01-10T00:54:00
G3,GRU,MIA,6216,2025-12-01 18:30:00,1,Retrasado,2025-12-01T18:30:00
AR,LIM,MIA,2904,2025-12-14 01:41:00,1,Retrasado,2025-12-14T01:41:00
LA,AEP,GRU,4062,2025-01-11 15:50:00,0,Puntual,2025-01-11T15:50:00
IB,GRU,SCL,10514,2025-10-05 01:18:00,0,Puntual,2025-10-05T01:18:00
AR,MIA,SCL,1771,2025-12-11 06:53:00,0,Puntual,2025-12-11T06:53:00
LA,LIM,EZE,10411,2025-09-20 01:40:00,1,Retrasado,2025-09-20T01:40:00
LA,MAD,BOG,8944,2025-11-16 20:31:00,1,Retrasado,2025-11-16T20:31:00
AA,SCL,MIA,3268,2025-05-30 06:23:00,0,Puntual,2025-05-30T06:23:00
AA,AEP,BOG,10251,2025-08-26 17:41:00,1,Retrasado,2025-08-26T17:41:00
AR,BOG,MIA,8301,2025-09-14 17:38:00,1,Retrasado,2025-09-14T17:38:00
AA,GRU,BOG,9428,2025-07-15 03:55:00,0,Puntual,2025-07-15T03:55:00
LA,SCL,MIA,6642,2025-11-14 13:14:00,0,Puntual,2025-11-14T13:14:00
AA,BOG,MIA,2428,2025-07-10 22:22:00,0,Puntual,2025-07-10T22:22:00
